Year,Date,Rotation,Treatment,Plot ID,Rep,LH per sweep
2014,7/3/2014,Pest,RH,W 274,1,0
2014,7/3/2014,Pest,RH,W 532,1,0
2014,7/3/2014,Pest,RH,W 531,1,0
2014,7/3/2014,Pest,RH,E 133,1,0
2014,7/3/2014,Pest,RH,E 134,1,0
2014,7/3/2014,Pest,RH,E 453,1,0
2014,7/3/2014,Pest,RH,E 454,1,0
2014,7/3/2014,Pest,SH,W 253,1,0
2014,7/3/2014,Pest,SH,W 254,1,0
2014,7/3/2014,Pest,SH,W 613,1,0
2014,7/3/2014,Pest,SH,W 614,1,0
2014,7/3/2014,Pest,SH,E 242,1,0
2014,7/3/2014,Pest,SH,E 241,1,0
2014,7/3/2014,Pest,SH,E 462,1,0
2014,7/3/2014,Pest,SH,E 461,1,0
2014,7/3/2014,Pest,SH,W 271,1,0
2014,7/3/2014,Pest,SH,W 272,1,0
2014,7/3/2014,Pest,SH,W 534,1,0
2014,7/3/2014,Pest,SH,W 533,1,0
2014,7/3/2014,Pest,SH,E 131,1,0
2014,7/3/2014,Pest,SH,E 132,1,0
2014,7/3/2014,Pest,SH,E 451,1,0
2014,7/3/2014,Pest,SH,E 452,1,0
2014,7/10/2014,Pest,RH,W 251,1,0.05
2014,7/10/2014,Pest,RH,W 252,1,0
2014,7/10/2014,Pest,RH,W 611,1,0.1
2014,7/10/2014,Pest,RH,W 612,1,0
2014,7/10/2014,Pest,RH,E 244,1,0
2014,7/10/2014,Pest,RH,E 243,1,0.1
2014,7/10/2014,Pest,RH,E 464,1,0.1
2014,7/10/2014,Pest,RH,E 463,1,0
2014,7/10/2014,Pest,RH,W 273,1,0
2014,7/10/2014,Pest,RH,W 274,1,0
2014,7/10/2014,Pest,RH,W 532,1,0
2014,7/10/2014,Pest,RH,W 531,1,0.1
2014,7/10/2014,Pest,RH,E 133,1,0
2014,7/10/2014,Pest,RH,E 134,1,0
2014,7/10/2014,Pest,RH,E 453,1,0
2014,7/10/2014,Pest,RH,E 454,1,0
2014,7/10/2014,Pest,SH,W 253,1,0.05
2014,7/10/2014,Pest,SH,W 254,1,0
2014,7/10/2014,Pest,SH,W 613,1,0.2
2014,7/10/2014,Pest,SH,W 614,1,0.2
2014,7/10/2014,Pest,SH,E 242,1,0.1
2014,7/10/2014,Pest,SH,E 241,1,0.4
2014,7/10/2014,Pest,SH,E 462,1,0
2014,7/10/2014,Pest,SH,E 461,1,0.05
2014,7/10/2014,Pest,SH,W 271,1,0.1
2014,7/10/2014,Pest,SH,W 272,1,0
2014,7/10/2014,Pest,SH,W 534,1,0
2014,7/10/2014,Pest,SH,W 533,1,0
2014,7/10/2014,Pest,SH,E 131,1,0
2014,7/10/2014,Pest,SH,E 132,1,0.1
2014,7/10/2014,Pest,SH,E 451,1,0
2014,7/10/2014,Pest,SH,E 452,1,0.1
2014,7/18/2014,Pest,RH,W 251,1,0.1
2014,7/18/2014,Pest,RH,W 252,1,0.1
2014,7/18/2014,Pest,RH,W 611,1,0.2
2014,7/18/2014,Pest,RH,W 612,1,0.2
2014,7/18/2014,Pest,RH,E 244,1,0.15
2014,7/18/2014,Pest,RH,E 243,1,0.1
2014,7/18/2014,Pest,RH,E 464,1,0
2014,7/18/2014,Pest,RH,E 463,1,0.1
2014,7/18/2014,Pest,RH,W 273,1,0.05
2014,7/18/2014,Pest,RH,W 274,1,0.1
2014,7/18/2014,Pest,RH,W 532,1,0.05
2014,7/18/2014,Pest,RH,W 531,1,0.3
2014,7/18/2014,Pest,RH,E 133,1,0.05
2014,7/18/2014,Pest,RH,E 134,1,0.05
2014,7/18/2014,Pest,RH,E 453,1,0.3
2014,7/18/2014,Pest,RH,E 454,1,0
2014,7/18/2014,Pest,SH,W 253,1,0.15
2014,7/18/2014,Pest,SH,W 254,1,0.05
2014,7/18/2014,Pest,SH,W 613,1,0.7
2014,7/18/2014,Pest,SH,W 614,1,0.2
2014,7/18/2014,Pest,SH,E 242,1,0.1
2014,7/18/2014,Pest,SH,E 241,1,0.4
2014,7/18/2014,Pest,SH,E 462,1,0.2
2014,7/18/2014,Pest,SH,E 461,1,0.25
2014,7/18/2014,Pest,SH,W 271,1,0.15
2014,7/18/2014,Pest,SH,W 272,1,0.35
2014,7/18/2014,Pest,SH,W 534,1,0.3
2014,7/18/2014,Pest,SH,W 533,1,0.45
2014,7/18/2014,Pest,SH,E 131,1,0.05
2014,7/18/2014,Pest,SH,E 132,1,0.25
2014,7/18/2014,Pest,SH,E 451,1,0.3
2014,7/18/2014,Pest,SH,E 452,1,0.15
2014,7/23/2014,Pest,RH,W 251,1,0.1
2014,7/23/2014,Pest,RH,W 252,1,0.1
2014,7/23/2014,Pest,RH,W 611,1,0.2
2014,7/23/2014,Pest,RH,W 612,1,0.2
2014,7/23/2014,Pest,RH,E 244,1,0.15
2014,7/23/2014,Pest,RH,E 243,1,0.1
2014,7/23/2014,Pest,RH,E 464,1,0
2014,7/23/2014,Pest,RH,E 463,1,0.1
2014,7/23/2014,Pest,RH,W 273,1,0.15
2014,7/23/2014,Pest,RH,W 274,1,0.05
2014,7/23/2014,Pest,RH,W 532,1,0.1
2014,7/23/2014,Pest,RH,W 531,1,0.05
2014,7/23/2014,Pest,RH,E 133,1,0.05
2014,7/23/2014,Pest,RH,E 134,1,0.05
2014,7/23/2014,Pest,RH,E 453,1,0.3
2014,7/23/2014,Pest,RH,E 454,1,0
2014,7/23/2014,Pest,SH,W 253,1,0.15
2014,7/23/2014,Pest,SH,W 254,1,0.5
2014,7/23/2014,Pest,SH,W 613,1,0.7
2014,7/23/2014,Pest,SH,W 614,1,0.2
2014,7/23/2014,Pest,SH,E 242,1,0.1
2014,7/23/2014,Pest,SH,E 241,1,0.4
2014,7/23/2014,Pest,SH,E 462,1,0.2
2014,7/23/2014,Pest,SH,E 461,1,0.25
2014,7/23/2014,Pest,SH,W 271,1,0.15
2014,7/23/2014,Pest,SH,W 272,1,0.35
2014,7/23/2014,Pest,SH,W 534,1,0.3
2014,7/23/2014,Pest,SH,W 533,1,0.45
2014,7/23/2014,Pest,SH,E 131,1,0.05
2014,7/23/2014,Pest,SH,E 132,1,0.25
2014,7/23/2014,Pest,SH,E 451,1,0.3
2014,7/23/2014,Pest,SH,E 452,1,0.35
2014,8/1/2014,Pest,RH,W 251,1,0.25
2014,8/1/2014,Pest,RH,W 252,1,0
2014,8/1/2014,Pest,RH,W 611,1,0.65
2014,8/1/2014,Pest,RH,W 612,1,0.3
2014,8/1/2014,Pest,RH,E 244,1,0.2
2014,8/1/2014,Pest,RH,E 243,1,0.3
2014,8/1/2014,Pest,RH,E 464,1,0.1
2014,8/1/2014,Pest,RH,E 463,1,0.1
2014,8/1/2014,Pest,RH,W 273,1,0.3
2014,8/1/2014,Pest,RH,W 274,1,0.2
2014,8/1/2014,Pest,RH,W 532,1,0.55
2014,8/1/2014,Pest,RH,W 531,1,0.6
2014,8/1/2014,Pest,RH,E 133,1,0.2
2014,8/1/2014,Pest,RH,E 134,1,0.2
2014,8/1/2014,Pest,RH,E 453,1,0.35
2014,8/1/2014,Pest,RH,E 454,1,0.55
2014,8/1/2014,Pest,SH,W 253,1,0.4
2014,8/1/2014,Pest,SH,W 254,1,0.45
2014,8/1/2014,Pest,SH,W 613,1,0.7
2014,8/1/2014,Pest,SH,W 614,1,1.1
2014,8/1/2014,Pest,SH,E 242,1,1.1
2014,8/1/2014,Pest,SH,E 241,1,1.4
2014,8/1/2014,Pest,SH,E 462,1,0.15
2014,8/1/2014,Pest,SH,E 461,1,0.25
2014,8/1/2014,Pest,SH,W 271,1,0.35
2014,8/1/2014,Pest,SH,W 272,1,0.3
2014,8/1/2014,Pest,SH,W 534,1,0.65
2014,8/1/2014,Pest,SH,W 533,1,0.65
2014,8/1/2014,Pest,SH,E 131,1,0.7
2014,8/1/2014,Pest,SH,E 132,1,0.8
2014,8/1/2014,Pest,SH,E 451,1,0.15
2014,8/1/2014,Pest,SH,E 452,1,0.3
2014,8/15/2014,Pest,RH,W 251,1,0.05
2014,8/15/2014,Pest,RH,W 252,1,0
2014,8/15/2014,Pest,RH,W 611,1,0.05
2014,8/15/2014,Pest,RH,W 612,1,0.15
2014,8/15/2014,Pest,RH,E 244,1,0.1
2014,8/15/2014,Pest,RH,E 243,1,0.05
2014,8/15/2014,Pest,RH,E 464,1,0
2014,8/15/2014,Pest,RH,E 463,1,0.05
2014,8/15/2014,Pest,RH,W 273,1,0
2014,8/15/2014,Pest,RH,W 274,1,0
2014,8/15/2014,Pest,RH,W 532,1,0
2014,8/15/2014,Pest,RH,W 531,1,0
2014,8/15/2014,Pest,RH,E 133,1,0
2014,8/15/2014,Pest,RH,E 134,1,0.05
2014,8/15/2014,Pest,RH,E 453,1,0.05
2014,8/15/2014,Pest,RH,E 454,1,0
2014,8/15/2014,Pest,SH,W 253,1,0.05
2014,8/15/2014,Pest,SH,W 254,1,0.1
2014,8/15/2014,Pest,SH,W 613,1,0.2
2014,8/15/2014,Pest,SH,W 614,1,0
2014,8/15/2014,Pest,SH,E 242,1,0.1
2014,8/15/2014,Pest,SH,E 241,1,0.1
2014,8/15/2014,Pest,SH,E 462,1,0.05
2014,8/15/2014,Pest,SH,E 461,1,0.05
2014,8/15/2014,Pest,SH,W 271,1,0.05
2014,8/15/2014,Pest,SH,W 272,1,0.25
2014,8/15/2014,Pest,SH,W 534,1,0.05
2014,8/15/2014,Pest,SH,W 533,1,0
2014,8/15/2014,Pest,SH,E 131,1,0.15
2014,8/15/2014,Pest,SH,E 132,1,0.05
2014,8/15/2014,Pest,SH,E 451,1,0.05
2014,8/15/2014,Pest,SH,E 452,1,0
2014,8/29/2014,Pest,RH,W 251,1,0.1
2014,8/29/2014,Pest,RH,W 252,1,0.1
2014,8/29/2014,Pest,RH,W 611,1,0.05
2014,8/29/2014,Pest,RH,W 612,1,0
2014,8/29/2014,Pest,RH,E 244,1,0
2014,8/29/2014,Pest,RH,E 243,1,0
2014,8/29/2014,Pest,RH,E 464,1,0
2014,8/29/2014,Pest,RH,E 463,1,0.05
2014,8/29/2014,Pest,RH,W 273,1,0
2014,8/29/2014,Pest,RH,W 274,1,0
2014,8/29/2014,Pest,RH,W 532,1,0.05
2014,8/29/2014,Pest,RH,W 531,1,0
2014,8/29/2014,Pest,RH,E 133,1,0
2014,8/29/2014,Pest,RH,E 134,1,0.05
2014,8/29/2014,Pest,RH,E 453,1,0
2014,8/29/2014,Pest,RH,E 454,1,0
2014,8/29/2014,Pest,SH,W 253,1,0
2014,8/29/2014,Pest,SH,W 254,1,0
2014,8/29/2014,Pest,SH,W 613,1,0.1
2014,8/29/2014,Pest,SH,W 614,1,0
2014,8/29/2014,Pest,SH,E 242,1,0.2
2014,8/29/2014,Pest,SH,E 241,1,0.1
2014,8/29/2014,Pest,SH,E 462,1,0
2014,8/29/2014,Pest,SH,E 461,1,0.05
2014,8/29/2014,Pest,SH,W 271,1,0.05
2014,8/29/2014,Pest,SH,W 272,1,0
2014,8/29/2014,Pest,SH,W 534,1,0.1
2014,8/29/2014,Pest,SH,W 533,1,0
2014,8/29/2014,Pest,SH,E 131,1,0.1
2014,8/29/2014,Pest,SH,E 132,1,0.2
2014,8/29/2014,Pest,SH,E 451,1,0.05
2014,8/29/2014,Pest,SH,E 452,1,0.05
2015,6/5/2015,Pest,RH,W152,1,0
2015,6/5/2015,Pest,RH,W151,1,0
2015,6/5/2015,Pest,RH,W622,1,0
2015,6/5/2015,Pest,RH,W621,1,0
2015,6/5/2015,Pest,RH,E231,1,0
2015,6/5/2015,Pest,RH,E232,1,0.05
2015,6/5/2015,Pest,RH,E442,1,0
2015,6/5/2015,Pest,RH,E441,1,0
2015,6/5/2015,Pest,RH,W252,1,0
2015,6/5/2015,Pest,RH,W251,1,0
2015,6/5/2015,Pest,RH,W611,1,0
2015,6/5/2015,Pest,RH,W612,1,0
2015,6/5/2015,Pest,RH,E244,1,0
2015,6/5/2015,Pest,RH,E243,1,0
2015,6/5/2015,Pest,RH,E463,1,0
2015,6/5/2015,Pest,RH,E464,1,0
2015,6/5/2015,Pest,SH,W154,1,0.05
2015,6/5/2015,Pest,SH,W153,1,0.05
2015,6/5/2015,Pest,SH,W624,1,0.25
2015,6/5/2015,Pest,SH,W623,1,0.05
2015,6/5/2015,Pest,SH,E233,1,0.15
2015,6/5/2015,Pest,SH,E234,1,0.3
2015,6/5/2015,Pest,SH,E444,1,0.1
2015,6/5/2015,Pest,SH,E443,1,0.2
2015,6/5/2015,Pest,SH,W254,1,0
2015,6/5/2015,Pest,SH,W253,1,0
2015,6/5/2015,Pest,SH,W613,1,0
2015,6/5/2015,Pest,SH,W614,1,0
2015,6/5/2015,Pest,SH,E242,1,0
2015,6/5/2015,Pest,SH,W241,1,0
2015,6/5/2015,Pest,SH,E461,1,0
2015,6/5/2015,Pest,SH,E462,1,0
2015,6/11/2015,Pest,RH,W152,1,0.3
2015,6/11/2015,Pest,RH,W151,1,0.5
2015,6/11/2015,Pest,RH,W622,1,0.8
2015,6/11/2015,Pest,RH,W621,1,0.5
2015,6/11/2015,Pest,RH,E231,1,0.7
2015,6/11/2015,Pest,RH,E232,1,0.75
2015,6/11/2015,Pest,RH,E442,1,0.3
2015,6/11/2015,Pest,RH,E441,1,0.4
2015,6/11/2015,Pest,RH,W252,1,0.4
2015,6/11/2015,Pest,RH,W251,1,0.2
2015,6/11/2015,Pest,RH,W611,1,0.55
2015,6/11/2015,Pest,RH,W612,1,0.1
2015,6/11/2015,Pest,RH,E244,1,0.5
2015,6/11/2015,Pest,RH,E243,1,0.15
2015,6/11/2015,Pest,RH,E463,1,0.1
2015,6/11/2015,Pest,RH,E464,1,0.2
2015,6/11/2015,Pest,SH,W154,1,0.7
2015,6/11/2015,Pest,SH,W153,1,0.9
2015,6/11/2015,Pest,SH,W624,1,1.25
2015,6/11/2015,Pest,SH,W623,1,0.85
2015,6/11/2015,Pest,SH,E233,1,1.55
2015,6/11/2015,Pest,SH,E234,1,0.8
2015,6/11/2015,Pest,SH,E444,1,0.95
2015,6/11/2015,Pest,SH,E443,1,0.65
2015,6/11/2015,Pest,SH,W254,1,0.7
2015,6/11/2015,Pest,SH,W253,1,0.8
2015,6/11/2015,Pest,SH,W613,1,0.55
2015,6/11/2015,Pest,SH,W614,1,0.15
2015,6/11/2015,Pest,SH,E242,1,0.25
2015,6/11/2015,Pest,SH,W241,1,0.25
2015,6/11/2015,Pest,SH,E461,1,0.6
2015,6/11/2015,Pest,SH,E462,1,0.65
2015,6/19/2015,Pest,RH,W152,1,0.4
2015,6/19/2015,Pest,RH,W151,1,0.25
2015,6/19/2015,Pest,RH,W622,1,0.05
2015,6/19/2015,Pest,RH,W621,1,0.05
2015,6/19/2015,Pest,RH,E231,1,0.1
2015,6/19/2015,Pest,RH,E232,1,0.15
2015,6/19/2015,Pest,RH,E442,1,0.1
2015,6/19/2015,Pest,RH,E441,1,0.05
2015,6/19/2015,Pest,RH,W252,1,0.4
2015,6/19/2015,Pest,RH,W251,1,0.55
2015,6/19/2015,Pest,RH,W611,1,0.6
2015,6/19/2015,Pest,RH,W612,1,0.35
2015,6/19/2015,Pest,RH,E244,1,0.4
2015,6/19/2015,Pest,RH,E243,1,0.3
2015,6/19/2015,Pest,RH,E463,1,0.1
2015,6/19/2015,Pest,RH,E464,1,0.35
2015,6/19/2015,Pest,SH,W154,1,0.2
2015,6/19/2015,Pest,SH,W153,1,0.15
2015,6/19/2015,Pest,SH,W624,1,0.15
2015,6/19/2015,Pest,SH,W623,1,0.05
2015,6/19/2015,Pest,SH,E233,1,0.55
2015,6/19/2015,Pest,SH,E234,1,0.1
2015,6/19/2015,Pest,SH,E444,1,0.15
2015,6/19/2015,Pest,SH,E443,1,0.2
2015,6/19/2015,Pest,SH,W254,1,0.6
2015,6/19/2015,Pest,SH,W253,1,1.25
2015,6/19/2015,Pest,SH,W613,1,0.9
2015,6/19/2015,Pest,SH,W614,1,0.75
2015,6/19/2015,Pest,SH,E242,1,0.5
2015,6/19/2015,Pest,SH,W241,1,1.05
2015,6/19/2015,Pest,SH,E461,1,1.05
2015,6/19/2015,Pest,SH,E462,1,0.45
2015,6/29/2015,Pest,RH,W152,1,0
2015,6/29/2015,Pest,RH,W151,1,0
2015,6/29/2015,Pest,RH,W622,1,0
2015,6/29/2015,Pest,RH,W621,1,0
2015,6/29/2015,Pest,RH,E231,1,0
2015,6/29/2015,Pest,RH,E232,1,0
2015,6/29/2015,Pest,RH,E442,1,0
2015,6/29/2015,Pest,RH,E441,1,0
2015,6/29/2015,Pest,RH,W252,1,0.85
2015,6/29/2015,Pest,RH,W251,1,0.9
2015,6/29/2015,Pest,RH,W611,1,0.7
2015,6/29/2015,Pest,RH,W612,1,0.55
2015,6/29/2015,Pest,RH,E244,1,0.6
2015,6/29/2015,Pest,RH,E243,1,0.55
2015,6/29/2015,Pest,RH,E463,1,0.4
2015,6/29/2015,Pest,RH,E464,1,0.55
2015,6/29/2015,Pest,SH,W154,1,0
2015,6/29/2015,Pest,SH,W153,1,0
2015,6/29/2015,Pest,SH,W624,1,0
2015,6/29/2015,Pest,SH,W623,1,0
2015,6/29/2015,Pest,SH,E233,1,0
2015,6/29/2015,Pest,SH,E234,1,0
2015,6/29/2015,Pest,SH,E444,1,0
2015,6/29/2015,Pest,SH,E443,1,0
2015,6/29/2015,Pest,SH,W254,1,1.45
2015,6/29/2015,Pest,SH,W253,1,1.2
2015,6/29/2015,Pest,SH,W613,1,1.1
2015,6/29/2015,Pest,SH,W614,1,1.65
2015,6/29/2015,Pest,SH,E242,1,1.6
2015,6/29/2015,Pest,SH,W241,1,1.6
2015,6/29/2015,Pest,SH,E461,1,1
2015,6/29/2015,Pest,SH,E462,1,0.8
2015,7/7/2015,Pest,RH,W152,1,0.6
2015,7/7/2015,Pest,RH,W151,1,0.8
2015,7/7/2015,Pest,RH,W622,1,1.1
2015,7/7/2015,Pest,RH,W621,1,1.4
2015,7/7/2015,Pest,RH,E231,1,0.9
2015,7/7/2015,Pest,RH,E232,1,0.9
2015,7/7/2015,Pest,RH,E442,1,0.8
2015,7/7/2015,Pest,RH,E441,1,0.85
2015,7/7/2015,Pest,RH,W252,1,0
2015,7/7/2015,Pest,RH,W251,1,0
2015,7/7/2015,Pest,RH,W611,1,0
2015,7/7/2015,Pest,RH,W612,1,0
2015,7/7/2015,Pest,RH,E244,1,0
2015,7/7/2015,Pest,RH,E243,1,0
2015,7/7/2015,Pest,RH,E463,1,0
2015,7/7/2015,Pest,RH,E464,1,0
2015,7/7/2015,Pest,SH,W154,1,0.55
2015,7/7/2015,Pest,SH,W153,1,0.55
2015,7/7/2015,Pest,SH,W624,1,0.45
2015,7/7/2015,Pest,SH,W623,1,0.4
2015,7/7/2015,Pest,SH,E233,1,0.75
2015,7/7/2015,Pest,SH,E234,1,0.75
2015,7/7/2015,Pest,SH,E444,1,0.4
2015,7/7/2015,Pest,SH,E443,1,0.5
2015,7/7/2015,Pest,SH,W254,1,0
2015,7/7/2015,Pest,SH,W253,1,0
2015,7/7/2015,Pest,SH,W613,1,0
2015,7/7/2015,Pest,SH,W614,1,0
2015,7/7/2015,Pest,SH,E242,1,0
2015,7/7/2015,Pest,SH,W241,1,0
2015,7/7/2015,Pest,SH,E461,1,0
2015,7/7/2015,Pest,SH,E462,1,0
2015,7/13/2015,Pest,RH,W152,1,0
2015,7/13/2015,Pest,RH,W151,1,0.05
2015,7/13/2015,Pest,RH,W622,1,0.1
2015,7/13/2015,Pest,RH,W621,1,0.05
2015,7/13/2015,Pest,RH,E231,1,0
2015,7/13/2015,Pest,RH,E232,1,0
2015,7/13/2015,Pest,RH,E442,1,0
2015,7/13/2015,Pest,RH,E441,1,0
2015,7/13/2015,Pest,RH,W252,1,0
2015,7/13/2015,Pest,RH,W251,1,0
2015,7/13/2015,Pest,RH,W611,1,0
2015,7/13/2015,Pest,RH,W612,1,0
2015,7/13/2015,Pest,RH,E244,1,0
2015,7/13/2015,Pest,RH,E243,1,0
2015,7/13/2015,Pest,RH,E463,1,0
2015,7/13/2015,Pest,RH,E464,1,0
2015,7/13/2015,Pest,SH,W154,1,0
2015,7/13/2015,Pest,SH,W153,1,0.15
2015,7/13/2015,Pest,SH,W624,1,0
2015,7/13/2015,Pest,SH,W623,1,0
2015,7/13/2015,Pest,SH,E233,1,0
2015,7/13/2015,Pest,SH,E234,1,0
2015,7/13/2015,Pest,SH,E444,1,0
2015,7/13/2015,Pest,SH,E443,1,0
2015,7/13/2015,Pest,SH,W254,1,0
2015,7/13/2015,Pest,SH,W253,1,0
2015,7/13/2015,Pest,SH,W613,1,0
2015,7/13/2015,Pest,SH,W614,1,0
2015,7/13/2015,Pest,SH,E242,1,0
2015,7/13/2015,Pest,SH,W241,1,0
2015,7/13/2015,Pest,SH,E461,1,0
2015,7/13/2015,Pest,SH,E462,1,0
2015,7/22/2015,Pest,RH,W152,1,0
2015,7/22/2015,Pest,RH,W151,1,0.05
2015,7/22/2015,Pest,RH,W622,1,0
2015,7/22/2015,Pest,RH,W621,1,0.05
2015,7/22/2015,Pest,RH,E231,1,0.05
2015,7/22/2015,Pest,RH,E232,1,0
2015,7/22/2015,Pest,RH,E442,1,0
2015,7/22/2015,Pest,RH,E441,1,0
2015,7/22/2015,Pest,RH,W252,1,0.3
2015,7/22/2015,Pest,RH,W251,1,0.1
2015,7/22/2015,Pest,RH,W611,1,0.05
2015,7/22/2015,Pest,RH,W612,1,0.1
2015,7/22/2015,Pest,RH,E244,1,0.2
2015,7/22/2015,Pest,RH,E243,1,0
2015,7/22/2015,Pest,RH,E463,1,0.05
2015,7/22/2015,Pest,RH,E464,1,0.15
2015,7/22/2015,Pest,SH,W154,1,0.1
2015,7/22/2015,Pest,SH,W153,1,0
2015,7/22/2015,Pest,SH,W624,1,0.05
2015,7/22/2015,Pest,SH,W623,1,0.05
2015,7/22/2015,Pest,SH,E233,1,0
2015,7/22/2015,Pest,SH,E234,1,0
2015,7/22/2015,Pest,SH,E444,1,0
2015,7/22/2015,Pest,SH,E443,1,0
2015,7/22/2015,Pest,SH,W254,1,0.05
2015,7/22/2015,Pest,SH,W253,1,0.15
2015,7/22/2015,Pest,SH,W613,1,0.45
2015,7/22/2015,Pest,SH,W614,1,0.45
2015,7/22/2015,Pest,SH,E242,1,0.2
2015,7/22/2015,Pest,SH,W241,1,0.35
2015,7/22/2015,Pest,SH,E461,1,0.15
2015,7/22/2015,Pest,SH,E462,1,0.1
2015,7/29/2015,Pest,RH,W152,1,0.1
2015,7/29/2015,Pest,RH,W151,1,0
2015,7/29/2015,Pest,RH,W622,1,0
2015,7/29/2015,Pest,RH,W621,1,0.05
2015,7/29/2015,Pest,RH,E231,1,0.1
2015,7/29/2015,Pest,RH,E232,1,0.15
2015,7/29/2015,Pest,RH,E442,1,0
2015,7/29/2015,Pest,RH,E441,1,0.1
2015,7/29/2015,Pest,RH,W252,1,0.2
2015,7/29/2015,Pest,RH,W251,1,0.15
2015,7/29/2015,Pest,RH,W611,1,0.1
2015,7/29/2015,Pest,RH,W612,1,0
2015,7/29/2015,Pest,RH,E244,1,0.05
2015,7/29/2015,Pest,RH,E243,1,0.1
2015,7/29/2015,Pest,RH,E463,1,0.3
2015,7/29/2015,Pest,RH,E464,1,0.1
2015,7/29/2015,Pest,SH,W154,1,0
2015,7/29/2015,Pest,SH,W153,1,0.1
2015,7/29/2015,Pest,SH,W624,1,0.35
2015,7/29/2015,Pest,SH,W623,1,0.1
2015,7/29/2015,Pest,SH,E233,1,0.05
2015,7/29/2015,Pest,SH,E234,1,0
2015,7/29/2015,Pest,SH,E444,1,0.05
2015,7/29/2015,Pest,SH,E443,1,0
2015,7/29/2015,Pest,SH,W254,1,0.75
2015,7/29/2015,Pest,SH,W253,1,0.3
2015,7/29/2015,Pest,SH,W613,1,0.25
2015,7/29/2015,Pest,SH,W614,1,0.35
