Year,Date,Rotation,Treatment,Block,Plot ID,Rep,Leafhopper,LH split split aver. ,LH per sweep
2015,6/5/2015,Manure,IM,1,W122,1,N/A,N/A,0
2015,6/5/2015,Manure,IM,2,W411,1,N/A,N/A,0
2015,6/5/2015,Manure,IM,2,W412,1,N/A,N/A,0
2015,6/5/2015,Manure,IM,3,E311,1,N/A,N/A,0
2015,6/5/2015,Manure,IM,3,E312,1,N/A,N/A,0
2015,6/5/2015,Manure,IM,4,E331,1,N/A,N/A,0
2015,6/5/2015,Manure,IM,4,E332,1,N/A,N/A,0
2015,6/11/2015,Manure,BM,1,W223,1,N/A,N/A,1.8
2015,6/11/2015,Manure,BM,1,W224,1,N/A,N/A,0.45
2015,6/11/2015,Manure,BM,2,W311,1,N/A,N/A,0.95
2015,6/11/2015,Manure,BM,2,W312,1,N/A,N/A,0.7
2015,6/11/2015,Manure,BM,3,W661,1,N/A,N/A,1.75
2015,6/11/2015,Manure,BM,3,W662,1,N/A,N/A,0.75
2015,6/11/2015,Manure,BM,4,E343,1,N/A,N/A,0.11
2015,6/11/2015,Manure,BM,4,E344,1,N/A,N/A,0.4
2015,6/11/2015,Manure,BM,1,W123,1,N/A,N/A,0.4
2015,6/11/2015,Manure,BM,1,W124,1,N/A,N/A,0.35
2015,6/11/2015,Manure,BM,2,W413,1,N/A,N/A,0.3
2015,6/11/2015,Manure,BM,2,W414,1,N/A,N/A,0.2
2015,6/11/2015,Manure,BM,3,E313,1,N/A,N/A,0.2
2015,6/11/2015,Manure,BM,3,E314,1,N/A,N/A,0.25
2015,6/11/2015,Manure,BM,4,E333,1,N/A,N/A,0.2
2015,6/11/2015,Manure,BM,4,E334,1,N/A,N/A,0.2
2015,6/11/2015,Manure,IM,1,W221,1,N/A,N/A,0.8
2015,6/11/2015,Manure,IM,1,W222,1,N/A,N/A,0.55
2015,6/11/2015,Manure,IM,2,W313,1,N/A,N/A,0.35
2015,6/11/2015,Manure,IM,2,W314,1,N/A,N/A,1.05
2015,6/11/2015,Manure,IM,3,W663,1,N/A,N/A,0.65
2015,6/11/2015,Manure,IM,3,W664,1,N/A,N/A,1.65
2015,6/11/2015,Manure,IM,4,E341,1,N/A,N/A,1.15
2015,6/11/2015,Manure,IM,4,E342,1,N/A,N/A,0.85
2015,6/11/2015,Manure,IM,1,W121,1,N/A,N/A,0.55
2015,6/11/2015,Manure,IM,1,W122,1,N/A,N/A,0.15
2015,6/11/2015,Manure,IM,2,W411,1,N/A,N/A,0.55
2015,6/11/2015,Manure,IM,2,W412,1,N/A,N/A,0.2
2015,6/11/2015,Manure,IM,3,E311,1,N/A,N/A,0.55
2015,6/11/2015,Manure,IM,3,E312,1,N/A,N/A,0.4
2015,6/11/2015,Manure,IM,4,E331,1,N/A,N/A,0.3
2015,6/11/2015,Manure,IM,4,E332,1,N/A,N/A,0.3
2015,6/19/2015,Manure,BM,1,W223,1,N/A,N/A,0.8
2015,6/19/2015,Manure,BM,1,W224,1,N/A,N/A,0.25
2015,6/19/2015,Manure,BM,2,W311,1,N/A,N/A,0.3
2015,6/19/2015,Manure,BM,2,W312,1,N/A,N/A,0.45
2015,6/19/2015,Manure,BM,3,W661,1,N/A,N/A,0.4
2015,6/19/2015,Manure,BM,3,W662,1,N/A,N/A,0.2
2015,6/19/2015,Manure,BM,4,E343,1,N/A,N/A,0.8
2015,6/19/2015,Manure,BM,4,E344,1,N/A,N/A,0.3
2015,6/19/2015,Manure,BM,1,W123,1,N/A,N/A,0.45
2015,6/19/2015,Manure,BM,1,W124,1,N/A,N/A,0.65
2015,6/19/2015,Manure,BM,2,W413,1,N/A,N/A,0.35
2015,6/19/2015,Manure,BM,2,W414,1,N/A,N/A,0.5
2015,6/19/2015,Manure,BM,3,E313,1,N/A,N/A,0.4
2015,6/19/2015,Manure,BM,3,E314,1,N/A,N/A,0.35
2015,6/19/2015,Manure,BM,4,E333,1,N/A,N/A,0.35
2015,6/19/2015,Manure,BM,4,E334,1,N/A,N/A,0.45
2015,6/19/2015,Manure,IM,1,W221,1,N/A,N/A,0.3
2015,6/19/2015,Manure,IM,1,W222,1,N/A,N/A,0.35
2015,6/19/2015,Manure,IM,2,W313,1,N/A,N/A,0.3
2015,6/19/2015,Manure,IM,2,W314,1,N/A,N/A,0.5
2015,6/19/2015,Manure,IM,3,W663,1,N/A,N/A,0.15
2015,6/19/2015,Manure,IM,3,W664,1,N/A,N/A,0.15
2015,6/19/2015,Manure,IM,4,E341,1,N/A,N/A,0.1
2015,6/19/2015,Manure,IM,4,E342,1,N/A,N/A,0.2
2015,6/19/2015,Manure,IM,1,W121,1,N/A,N/A,0.5
2015,6/19/2015,Manure,IM,1,W122,1,N/A,N/A,0.7
2015,6/19/2015,Manure,IM,2,W411,1,N/A,N/A,0.55
2015,6/19/2015,Manure,IM,2,W412,1,N/A,N/A,0.2
2015,6/19/2015,Manure,IM,3,E311,1,N/A,N/A,0.45
2015,6/19/2015,Manure,IM,3,E312,1,N/A,N/A,0.55
2015,6/19/2015,Manure,IM,4,E331,1,N/A,N/A,0.3
2015,6/19/2015,Manure,IM,4,E332,1,N/A,N/A,0.4
2015,6/29/2015,Manure,BM,1,W223,1,N/A,N/A,0
2015,6/29/2015,Manure,BM,1,W224,1,N/A,N/A,0
2015,6/29/2015,Manure,BM,2,W311,1,N/A,N/A,0
2015,6/29/2015,Manure,BM,2,W312,1,N/A,N/A,0
2015,6/29/2015,Manure,BM,3,W661,1,N/A,N/A,0
2015,6/29/2015,Manure,BM,3,W662,1,N/A,N/A,0
2015,6/29/2015,Manure,BM,4,E343,1,N/A,N/A,0
2015,6/29/2015,Manure,BM,4,E344,1,N/A,N/A,0
2015,6/29/2015,Manure,BM,1,W123,1,N/A,N/A,0.9
2015,6/29/2015,Manure,BM,1,W124,1,N/A,N/A,0.9
2015,6/29/2015,Manure,BM,2,W413,1,N/A,N/A,0.8
2015,6/29/2015,Manure,BM,2,W414,1,N/A,N/A,0.8
2015,6/29/2015,Manure,BM,3,E313,1,N/A,N/A,0.55
2015,6/29/2015,Manure,BM,3,E314,1,N/A,N/A,0.5
2015,6/29/2015,Manure,BM,4,E333,1,N/A,N/A,0.75
2015,6/29/2015,Manure,BM,4,E334,1,N/A,N/A,0.65
2015,6/29/2015,Manure,IM,1,W221,1,N/A,N/A,0
2015,6/29/2015,Manure,IM,1,W222,1,N/A,N/A,0
2015,6/29/2015,Manure,IM,2,W313,1,N/A,N/A,0
2015,6/29/2015,Manure,IM,2,W314,1,N/A,N/A,0
2015,6/29/2015,Manure,IM,3,W663,1,N/A,N/A,0
2015,6/29/2015,Manure,IM,3,W664,1,N/A,N/A,0
2015,6/29/2015,Manure,IM,4,E341,1,N/A,N/A,0
2015,6/29/2015,Manure,IM,4,E342,1,N/A,N/A,0
2015,6/29/2015,Manure,IM,1,W121,1,N/A,N/A,1.05
2015,6/29/2015,Manure,IM,1,W122,1,N/A,N/A,0.8
2015,6/29/2015,Manure,IM,2,W411,1,N/A,N/A,0.6
2015,6/29/2015,Manure,IM,2,W412,1,N/A,N/A,0.5
2015,6/29/2015,Manure,IM,3,E311,1,N/A,N/A,1
2015,6/29/2015,Manure,IM,3,E312,1,N/A,N/A,0.4
2015,6/29/2015,Manure,IM,4,E331,1,N/A,N/A,0.95
2015,6/29/2015,Manure,IM,4,E332,1,N/A,N/A,0.3
2015,7/7/2015,Manure,BM,1,W223,1,N/A,N/A,1
2015,7/7/2015,Manure,BM,1,W224,1,N/A,N/A,1.15
2015,7/7/2015,Manure,BM,2,W311,1,N/A,N/A,1.6
2015,7/7/2015,Manure,BM,2,W312,1,N/A,N/A,1.9
2015,7/7/2015,Manure,BM,3,W661,1,N/A,N/A,1.75
2015,7/7/2015,Manure,BM,3,W662,1,N/A,N/A,1.85
2015,7/7/2015,Manure,BM,4,E343,1,N/A,N/A,0.65
2015,7/7/2015,Manure,BM,4,E344,1,N/A,N/A,0.6
2015,7/7/2015,Manure,BM,1,W123,1,N/A,N/A,0
2015,7/7/2015,Manure,BM,1,W124,1,N/A,N/A,0
2015,7/7/2015,Manure,BM,2,W413,1,N/A,N/A,0
2015,7/7/2015,Manure,BM,2,W414,1,N/A,N/A,0
2015,7/7/2015,Manure,BM,3,E313,1,N/A,N/A,0
2015,7/7/2015,Manure,BM,3,E314,1,N/A,N/A,0
2015,7/7/2015,Manure,BM,4,E333,1,N/A,N/A,0
2015,7/7/2015,Manure,BM,4,E334,1,N/A,N/A,0
2015,7/7/2015,Manure,IM,1,W221,1,N/A,N/A,0.65
2015,7/7/2015,Manure,IM,1,W222,1,N/A,N/A,0.45
2015,7/7/2015,Manure,IM,2,W313,1,N/A,N/A,0.85
2015,7/7/2015,Manure,IM,2,W314,1,N/A,N/A,1.05
2015,7/7/2015,Manure,IM,3,W663,1,N/A,N/A,1
2015,7/7/2015,Manure,IM,3,W664,1,N/A,N/A,1.45
2015,7/7/2015,Manure,IM,4,E341,1,N/A,N/A,0.35
2015,7/7/2015,Manure,IM,4,E342,1,N/A,N/A,0.35
2015,7/7/2015,Manure,IM,1,W121,1,N/A,N/A,0
2015,7/7/2015,Manure,IM,1,W122,1,N/A,N/A,0
2015,7/7/2015,Manure,IM,2,W411,1,N/A,N/A,0
2015,7/7/2015,Manure,IM,2,W412,1,N/A,N/A,0
2015,7/7/2015,Manure,IM,3,E311,1,N/A,N/A,0
2015,7/7/2015,Manure,IM,3,E312,1,N/A,N/A,0
2015,7/7/2015,Manure,IM,4,E331,1,N/A,N/A,0
2015,7/7/2015,Manure,IM,4,E332,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,1,W223,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,1,W224,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,2,W311,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,2,W312,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,3,W661,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,3,W662,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,4,E343,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,4,E344,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,1,W123,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,1,W124,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,2,W413,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,2,W414,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,3,E313,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,3,E314,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,4,E333,1,N/A,N/A,0
2015,7/13/2015,Manure,BM,4,E334,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,1,W221,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,1,W222,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,2,W313,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,2,W314,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,3,W663,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,3,W664,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,4,E341,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,4,E342,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,1,W121,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,1,W122,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,2,W411,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,2,W412,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,3,E311,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,3,E312,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,4,E331,1,N/A,N/A,0
2015,7/13/2015,Manure,IM,4,E332,1,N/A,N/A,0
2015,7/22/2015,Manure,BM,1,W223,1,N/A,N/A,0
2015,7/22/2015,Manure,BM,1,W224,1,N/A,N/A,0
2015,7/22/2015,Manure,BM,2,W311,1,N/A,N/A,0
2015,7/22/2015,Manure,BM,2,W312,1,N/A,N/A,0.05
2015,7/22/2015,Manure,BM,3,W661,1,N/A,N/A,0
2015,7/22/2015,Manure,BM,3,W662,1,N/A,N/A,0
2015,7/22/2015,Manure,BM,4,E343,1,N/A,N/A,0
2015,7/22/2015,Manure,BM,4,E344,1,N/A,N/A,0
2015,7/22/2015,Manure,BM,1,W123,1,N/A,N/A,0.25
2015,7/22/2015,Manure,BM,1,W124,1,N/A,N/A,0.2
2015,7/22/2015,Manure,BM,2,W413,1,N/A,N/A,0.1
2015,7/22/2015,Manure,BM,2,W414,1,N/A,N/A,0.4
2015,7/22/2015,Manure,BM,3,E313,1,N/A,N/A,0.1
2015,7/22/2015,Manure,BM,3,E314,1,N/A,N/A,0.05
2015,7/22/2015,Manure,BM,4,E333,1,N/A,N/A,0.05
2015,7/22/2015,Manure,BM,4,E334,1,N/A,N/A,0.05
2015,7/22/2015,Manure,IM,1,W221,1,N/A,N/A,0
2015,7/22/2015,Manure,IM,1,W222,1,N/A,N/A,0.05
2015,7/22/2015,Manure,IM,2,W313,1,N/A,N/A,0
2015,7/22/2015,Manure,IM,2,W314,1,N/A,N/A,0
2015,7/22/2015,Manure,IM,3,W663,1,N/A,N/A,0
2015,7/22/2015,Manure,IM,3,W664,1,N/A,N/A,0
2015,7/22/2015,Manure,IM,4,E341,1,N/A,N/A,0.05
2015,7/22/2015,Manure,IM,4,E342,1,N/A,N/A,0.05
2015,7/22/2015,Manure,IM,1,W121,1,N/A,N/A,0.25
2015,7/22/2015,Manure,IM,1,W122,1,N/A,N/A,0.1
2015,7/22/2015,Manure,IM,2,W411,1,N/A,N/A,0.05
2015,7/22/2015,Manure,IM,2,W412,1,N/A,N/A,0.05
2015,7/22/2015,Manure,IM,3,E311,1,N/A,N/A,0.35
2015,7/22/2015,Manure,IM,3,E312,1,N/A,N/A,0.1
2015,7/22/2015,Manure,IM,4,E331,1,N/A,N/A,0.05
2015,7/22/2015,Manure,IM,4,E332,1,N/A,N/A,0.15
2015,7/29/2015,Manure,BM,1,W223,1,N/A,N/A,0.1
2015,7/29/2015,Manure,BM,1,W224,1,N/A,N/A,0.15
2015,7/29/2015,Manure,BM,2,W311,1,N/A,N/A,0.1
2015,7/29/2015,Manure,BM,2,W312,1,N/A,N/A,0
2015,7/29/2015,Manure,BM,3,W661,1,N/A,N/A,0
2015,7/29/2015,Manure,BM,3,W662,1,N/A,N/A,0.05
2015,7/29/2015,Manure,BM,4,E343,1,N/A,N/A,0.05
2015,7/29/2015,Manure,BM,4,E344,1,N/A,N/A,0.1
2015,7/29/2015,Manure,BM,1,W123,1,N/A,N/A,0.25
2015,7/29/2015,Manure,BM,1,W124,1,N/A,N/A,0.05
2015,7/29/2015,Manure,BM,2,W413,1,N/A,N/A,0
2015,7/29/2015,Manure,BM,2,W414,1,N/A,N/A,0.3
2015,7/29/2015,Manure,BM,3,E313,1,N/A,N/A,0
2015,7/29/2015,Manure,BM,3,E314,1,N/A,N/A,0.05
2015,7/29/2015,Manure,BM,4,E333,1,N/A,N/A,0.1
2015,7/29/2015,Manure,BM,4,E334,1,N/A,N/A,0.15
2015,7/29/2015,Manure,IM,1,W221,1,N/A,N/A,0
2015,7/29/2015,Manure,IM,1,W222,1,N/A,N/A,0
2015,7/29/2015,Manure,IM,2,W313,1,N/A,N/A,0.1
2015,7/29/2015,Manure,IM,2,W314,1,N/A,N/A,0.1
2015,7/29/2015,Manure,IM,3,W663,1,N/A,N/A,0
2015,7/29/2015,Manure,IM,3,W664,1,N/A,N/A,0
