Year,Date,Rotation,Treatment,Plot ID,Rep,LH per sweep
2010,7/26/2010,Grain,SH,W 261,1,0.1
2010,7/26/2010,Grain,SH,W 262,1,0.05
2010,7/26/2010,Grain,RH,W 263,1,0.02
2010,7/26/2010,Grain,RH,W 264,1,0.06
2010,7/26/2010,Forage,IM,W 321,1,0.06
2010,7/26/2010,Forage,IM,W 322,1,0.07
2010,7/26/2010,Forage,BM,W 323,1,0.04
2010,7/26/2010,Forage,BM,W 324,1,0.11
2010,7/26/2010,Grain,SH,W 631,1,0.17
2010,7/26/2010,Grain,SH,W 632,1,0.08
2010,7/26/2010,Grain,RH,W 633,1,0.1
2010,7/26/2010,Grain,RH,W 634,1,0.07
2010,7/26/2010,Grain,SH,E 161,1,0.07
2010,7/26/2010,Grain,SH,E 162,1,0.06
2010,7/26/2010,Grain,RH,E 163,1,0.05
2010,7/26/2010,Grain,RH,E 164,1,0.09
2010,7/26/2010,Forage,BM,W 551,1,0.07
2010,7/26/2010,Forage,BM,W 552,1,0.1
2010,7/26/2010,Forage,IM,W 553,1,0.04
2010,7/26/2010,Forage,IM,W 554,1,0.03
2010,7/26/2010,Forage,BM,E 351,1,0.04
2010,7/26/2010,Forage,BM,E 352,1,0.04
2010,7/26/2010,Forage,IM,E 353,1,0.05
2010,7/26/2010,Forage,IM,E 354,1,0.12
2010,7/26/2010,Grain,RH,E 561,1,0.04
2010,7/26/2010,Grain,RH,E 562,1,0.04
2010,7/26/2010,Grain,SH,E 563,1,0.03
2010,7/26/2010,Grain,SH,E 564,1,0.04
2010,7/30/2010,Forage,BM,W 111,1,0
2010,7/30/2010,Forage,BM,W 112,1,0
2010,7/30/2010,Forage,IM,W 113,1,0
2010,7/30/2010,Forage,IM,W 114,1,0
2010,7/30/2010,Grain,SH,W 261,1,0
2010,7/30/2010,Grain,SH,W 262,1,0
2010,7/30/2010,Grain,RH,W 263,1,0.07
2010,7/30/2010,Grain,RH,W 264,1,0.04
2010,7/30/2010,Forage,IM,W 321,1,0
2010,7/30/2010,Forage,IM,W 322,1,0
2010,7/30/2010,Forage,BM,W 323,1,0
2010,7/30/2010,Forage,BM,W 324,1,0
2010,7/30/2010,Grain,SH,W 631,1,0
2010,7/30/2010,Grain,SH,W 632,1,0
2010,7/30/2010,Grain,RH,W 633,1,0.04
2010,7/30/2010,Grain,RH,W 634,1,0.07
2010,7/30/2010,Grain,SH,E 161,1,0
2010,7/30/2010,Grain,SH,E 162,1,0
2010,7/30/2010,Grain,RH,E 163,1,0.09
2010,7/30/2010,Grain,RH,E 164,1,0.11
2010,7/30/2010,Forage,BM,W 551,1,0
2010,7/30/2010,Forage,BM,W 552,1,0
2010,7/30/2010,Forage,IM,W 553,1,0
2010,7/30/2010,Forage,IM,W 554,1,0
2010,7/30/2010,Forage,BM,E 351,1,0
2010,7/30/2010,Forage,BM,E 352,1,0
2010,7/30/2010,Forage,IM,E 353,1,0
2010,7/30/2010,Forage,IM,E 354,1,0
2010,7/30/2010,Grain,RH,E 561,1,0.1
2010,7/30/2010,Grain,RH,E 562,1,0.1
2010,7/30/2010,Grain,SH,E 563,1,0
2010,7/30/2010,Grain,SH,E 564,1,0
2010,8/6/2010,Forage,BM,W 111,1,0
2010,8/6/2010,Forage,BM,W 112,1,0
2010,8/6/2010,Forage,IM,W 113,1,0
2010,8/6/2010,Forage,IM,W 114,1,0
2010,8/6/2010,Grain,SH,W 261,1,0
2010,8/6/2010,Grain,SH,W 262,1,0
2010,8/6/2010,Grain,RH,W 263,1,0.18
2010,8/6/2010,Grain,RH,W 264,1,0.09
2010,8/6/2010,Forage,IM,W 321,1,0
2010,8/6/2010,Forage,IM,W 322,1,0
2010,8/6/2010,Forage,BM,W 323,1,0
2010,8/6/2010,Forage,BM,W 324,1,0
2010,8/6/2010,Grain,SH,W 631,1,0
2010,8/6/2010,Grain,SH,W 632,1,0
2010,8/6/2010,Grain,RH,W 633,1,0.2
2010,8/6/2010,Grain,RH,W 634,1,0.17
2010,8/6/2010,Grain,SH,E 161,1,0
2010,8/6/2010,Grain,SH,E 162,1,0
2010,8/6/2010,Grain,RH,E 163,1,0.26
2010,8/6/2010,Grain,RH,E 164,1,0.19
2010,8/6/2010,Forage,BM,W 551,1,0
2010,8/6/2010,Forage,BM,W 552,1,0
2010,8/6/2010,Forage,IM,W 553,1,0
2010,8/6/2010,Forage,IM,W 554,1,0
2010,8/6/2010,Forage,BM,E 351,1,0
2010,8/6/2010,Forage,BM,E 352,1,0
2010,8/6/2010,Forage,IM,E 353,1,0
2010,8/6/2010,Forage,IM,E 354,1,0
2010,8/6/2010,Grain,RH,E 561,1,0.32
2010,8/6/2010,Grain,RH,E 562,1,0.18
2010,8/6/2010,Grain,SH,E 563,1,0
2010,8/6/2010,Grain,SH,E 564,1,0
2010,8/17/2010,Forage,BM,W 111,1,0.01
2010,8/17/2010,Forage,BM,W 112,1,0
2010,8/17/2010,Forage,IM,W 113,1,0
2010,8/17/2010,Forage,IM,W 114,1,0
2010,8/17/2010,Grain,SH,W 261,1,0.04
2010,8/17/2010,Grain,SH,W 262,1,0
2010,8/17/2010,Grain,RH,W 263,1,0.01
2010,8/17/2010,Grain,RH,W 264,1,0
2010,8/17/2010,Forage,IM,W 321,1,0.03
2010,8/17/2010,Forage,IM,W 322,1,0
2010,8/17/2010,Forage,BM,W 323,1,0
2010,8/17/2010,Forage,BM,W 324,1,0.02
2010,8/17/2010,Grain,SH,W 631,1,0.01
2010,8/17/2010,Grain,SH,W 632,1,0.02
2010,8/17/2010,Grain,RH,W 633,1,0
2010,8/17/2010,Grain,RH,W 634,1,0.03
2010,8/17/2010,Grain,SH,E 161,1,0.01
2010,8/17/2010,Grain,SH,E 162,1,0.01
2010,8/17/2010,Grain,RH,E 163,1,0
2010,8/17/2010,Grain,RH,E 164,1,0
2010,8/17/2010,Forage,BM,W 551,1,0
2010,8/17/2010,Forage,BM,W 552,1,0.01
2010,8/17/2010,Forage,IM,W 553,1,0.01
2010,8/17/2010,Forage,IM,W 554,1,0
2010,8/17/2010,Forage,BM,E 351,1,0
2010,8/17/2010,Forage,BM,E 352,1,0
2010,8/17/2010,Forage,IM,E 353,1,0
2010,8/17/2010,Forage,IM,E 354,1,0.01
2010,8/17/2010,Grain,RH,E 561,1,0
2010,8/17/2010,Grain,RH,E 562,1,0
2010,8/17/2010,Grain,SH,E 563,1,0.04
2010,8/17/2010,Grain,SH,E 564,1,0.02
2010,8/27/2010,Forage,BM,W 111,1,0.02
2010,8/27/2010,Forage,BM,W 112,1,0
2010,8/27/2010,Forage,IM,W 113,1,0
2010,8/27/2010,Forage,IM,W 114,1,0
2010,8/27/2010,Grain,SH,W 261,1,0.03
2010,8/27/2010,Grain,SH,W 262,1,0.02
2010,8/27/2010,Grain,RH,W 263,1,0
2010,8/27/2010,Grain,RH,W 264,1,0
2010,8/27/2010,Forage,IM,W 321,1,0.01
2010,8/27/2010,Forage,IM,W 322,1,0.01
2010,8/27/2010,Forage,BM,W 323,1,0.02
2010,8/27/2010,Forage,BM,W 324,1,0.04
2010,8/27/2010,Grain,SH,W 631,1,0.03
2010,8/27/2010,Grain,SH,W 632,1,0.04
2010,8/27/2010,Grain,RH,W 633,1,0
2010,8/27/2010,Grain,RH,W 634,1,0
2010,8/27/2010,Grain,SH,E 161,1,0.03
2010,8/27/2010,Grain,SH,E 162,1,0.02
2010,8/27/2010,Grain,RH,E 163,1,0
2010,8/27/2010,Grain,RH,E 164,1,0
2010,8/27/2010,Forage,BM,W 551,1,0.01
2010,8/27/2010,Forage,BM,W 552,1,0.01
2010,8/27/2010,Forage,IM,W 553,1,0.02
2010,8/27/2010,Forage,IM,W 554,1,0
2010,8/27/2010,Forage,BM,E 351,1,0.02
2010,8/27/2010,Forage,BM,E 352,1,0
2010,8/27/2010,Forage,IM,E 353,1,0
2010,8/27/2010,Forage,IM,E 354,1,0
2010,8/27/2010,Grain,RH,E 561,1,0
2010,8/27/2010,Grain,RH,E 562,1,0
2010,8/27/2010,Grain,SH,E 563,1,0.02
2010,8/27/2010,Grain,SH,E 564,1,0.03
2011,6/8/2011,Forage,IM,W 113,1,0
2011,6/8/2011,Forage,IM,W 114,1,0
2011,6/8/2011,Grain,SH,W 161,1,0.1
2011,6/8/2011,Grain,SH,W 162,1,0.2
2011,6/8/2011,Grain,RH,W 163,1,0
2011,6/8/2011,Grain,RH,W 164,1,0
2011,6/8/2011,Forage,BM,W 211,1,0
2011,6/8/2011,Forage,BM,W 212,1,0
2011,6/8/2011,Grain,SH,W 261,1,0
2011,6/8/2011,Grain,SH,W 262,1,0
2011,6/8/2011,Grain,RH,W 263,1,0
2011,6/8/2011,Grain,RH,W 264,1,0
2011,6/8/2011,Forage,BM,W 323,1,0
2011,6/8/2011,Forage,BM,W 324,1,0
2011,6/8/2011,Forage,IM,W 511,1,0
2011,6/8/2011,Forage,IM,W 512,1,0
2011,6/8/2011,Grain,SH,W 541,1,0.1
2011,6/8/2011,Grain,SH,W 542,1,0.2
2011,6/8/2011,Grain,RH,W 543,1,0
2011,6/8/2011,Grain,RH,W 544,1,0
2011,6/8/2011,Grain,SH,W 631,1,0
2011,6/8/2011,Grain,SH,W 632,1,0
2011,6/8/2011,Grain,RH,W 633,1,0
2011,6/8/2011,Grain,RH,W 634,1,0
2011,6/8/2011,Grain,RH,E 141,1,0
2011,6/8/2011,Grain,RH,E 142,1,0
2011,6/8/2011,Grain,SH,E 143,1,0.4
2011,6/8/2011,Grain,SH,E 144,1,0.3
2011,6/8/2011,Grain,SH,E 161,1,0
2011,6/8/2011,Grain,SH,E 162,1,0
2011,6/8/2011,Grain,RH,E 163,1,0
2011,6/8/2011,Grain,RH,E 164,1,0
2011,6/8/2011,Forage,BM,W 551,1,0
2011,6/8/2011,Forage,BM,W 552,1,0
2011,6/8/2011,Forage,IM,W 563,1,0
2011,6/8/2011,Forage,IM,W 564,1,0
2011,6/8/2011,Forage,BM,E 321,1,0
2011,6/8/2011,Forage,BM,E 322,1,0
2011,6/8/2011,Forage,IM,E 353,1,0
2011,6/8/2011,Forage,IM,E 354,1,0
2011,6/8/2011,Grain,RH,E 541,1,0
2011,6/8/2011,Grain,RH,E 542,1,0.1
2011,6/8/2011,Grain,SH,E 543,1,0.4
2011,6/8/2011,Grain,SH,E 544,1,0.5
2011,6/8/2011,Grain,RH,E 561,1,0
2011,6/8/2011,Grain,RH,E 562,1,0
2011,6/8/2011,Grain,SH,E 563,1,0
2011,6/8/2011,Grain,SH,E 564,1,0
2011,6/15/2011,Forage,IM,W 113,1,0.8
2011,6/15/2011,Forage,IM,W 114,1,0.2
2011,6/15/2011,Grain,SH,W 161,1,1.3
2011,6/15/2011,Grain,SH,W 162,1,1
2011,6/15/2011,Grain,RH,W 163,1,0.5
2011,6/15/2011,Grain,RH,W 164,1,0.3
2011,6/15/2011,Forage,BM,W 211,1,0.3
2011,6/15/2011,Forage,BM,W 212,1,0.2
2011,6/15/2011,Grain,SH,W 261,1,0.4
2011,6/15/2011,Grain,SH,W 262,1,0.4
2011,6/15/2011,Grain,RH,W 263,1,0.4
2011,6/15/2011,Grain,RH,W 264,1,0.3
2011,6/15/2011,Forage,BM,W 323,1,0.2
2011,6/15/2011,Forage,BM,W 324,1,0.3
2011,6/15/2011,Forage,IM,W 511,1,0.1
2011,6/15/2011,Forage,IM,W 512,1,0.3
2011,6/15/2011,Grain,SH,W 541,1,0.3
2011,6/15/2011,Grain,SH,W 542,1,1
2011,6/15/2011,Grain,RH,W 543,1,0
2011,6/15/2011,Grain,RH,W 544,1,0.1
2011,6/15/2011,Grain,SH,W 631,1,0.2
2011,6/15/2011,Grain,SH,W 632,1,0.6
2011,6/15/2011,Grain,RH,W 633,1,0.1
2011,6/15/2011,Grain,RH,W 634,1,0.2
2011,6/15/2011,Grain,RH,E 141,1,0.2
2011,6/15/2011,Grain,RH,E 142,1,0
2011,6/15/2011,Grain,SH,E 143,1,1.2
2011,6/15/2011,Grain,SH,E 144,1,1.4
2011,6/15/2011,Grain,SH,E 161,1,0.7
2011,6/15/2011,Grain,SH,E 162,1,0.8
2011,6/15/2011,Grain,RH,E 163,1,0.3
2011,6/15/2011,Grain,RH,E 164,1,0.5
2011,6/15/2011,Forage,BM,W 551,1,0.1
2011,6/15/2011,Forage,BM,W 552,1,0.1
2011,6/15/2011,Forage,IM,W 563,1,0
2011,6/15/2011,Forage,IM,W 564,1,0
2011,6/15/2011,Forage,BM,E 321,1,0.1
2011,6/15/2011,Forage,BM,E 322,1,0.4
2011,6/15/2011,Forage,IM,E 353,1,0.3
2011,6/15/2011,Forage,IM,E 354,1,0.3
2011,6/15/2011,Grain,RH,E 541,1,0.5
2011,6/15/2011,Grain,RH,E 542,1,0
2011,6/15/2011,Grain,SH,E 543,1,2.7
2011,6/15/2011,Grain,SH,E 544,1,3
2011,6/15/2011,Grain,RH,E 561,1,0
2011,6/15/2011,Grain,RH,E 562,1,0.1
2011,6/15/2011,Grain,SH,E 563,1,0.4
2011,6/15/2011,Grain,SH,E 564,1,0.4
2011,6/20/2011,Forage,IM,W 113,1,0.9
2011,6/20/2011,Forage,IM,W 114,1,1
2011,6/20/2011,Grain,SH,W 161,1,1.9
2011,6/20/2011,Grain,SH,W 162,1,1.2
2011,6/20/2011,Grain,RH,W 163,1,0.9
2011,6/20/2011,Grain,RH,W 164,1,0.1
2011,6/20/2011,Forage,BM,W 211,1,1.2
2011,6/20/2011,Forage,BM,W 212,1,1.2
2011,6/20/2011,Grain,SH,W 261,1,1
2011,6/20/2011,Grain,SH,W 262,1,1
2011,6/20/2011,Grain,RH,W 263,1,0.9
2011,6/20/2011,Grain,RH,W 264,1,0.5
2011,6/20/2011,Forage,BM,W 323,1,0.3
2011,6/20/2011,Forage,BM,W 324,1,0.6
2011,6/20/2011,Forage,IM,W 511,1,0.9
2011,6/20/2011,Forage,IM,W 512,1,1.6
2011,6/20/2011,Grain,SH,W 541,1,1.8
2011,6/20/2011,Grain,SH,W 542,1,3.3
2011,6/20/2011,Grain,RH,W 543,1,1.8
2011,6/20/2011,Grain,RH,W 544,1,0.3
2011,6/20/2011,Grain,SH,W 631,1,1.4
2011,6/20/2011,Grain,SH,W 632,1,1
2011,6/20/2011,Grain,RH,W 633,1,1.3
2011,6/20/2011,Grain,RH,W 634,1,1.1
2011,6/20/2011,Grain,RH,E 141,1,0
2011,6/20/2011,Grain,RH,E 142,1,0
2011,6/20/2011,Grain,SH,E 143,1,0.7
2011,6/20/2011,Grain,SH,E 144,1,0.9
2011,6/20/2011,Grain,SH,E 161,1,1.3
2011,6/20/2011,Grain,SH,E 162,1,1.4
2011,6/20/2011,Grain,RH,E 163,1,0.5
2011,6/20/2011,Grain,RH,E 164,1,1.1
2011,6/20/2011,Forage,BM,W 551,1,0.9
2011,6/20/2011,Forage,BM,W 552,1,0.8
2011,6/20/2011,Forage,IM,W 563,1,0.1
2011,6/20/2011,Forage,IM,W 564,1,0.7
2011,6/20/2011,Forage,BM,E 321,1,1
2011,6/20/2011,Forage,BM,E 322,1,1.2
2011,6/20/2011,Forage,IM,E 353,1,1.2
2011,6/20/2011,Forage,IM,E 354,1,1
2011,6/20/2011,Grain,RH,E 541,1,0.3
2011,6/20/2011,Grain,RH,E 542,1,0
2011,6/20/2011,Grain,SH,E 543,1,0.9
2011,6/20/2011,Grain,SH,E 544,1,1
2011,6/20/2011,Grain,RH,E 561,1,1.2
2011,6/20/2011,Grain,RH,E 562,1,1.1
2011,6/20/2011,Grain,SH,E 563,1,0.6
2011,6/20/2011,Grain,SH,E 564,1,0.7
2011,6/27/2011,Forage,IM,W 113,1,0
2011,6/27/2011,Forage,IM,W 114,1,0
2011,6/27/2011,Grain,SH,W 161,1,1.1
2011,6/27/2011,Grain,SH,W 162,1,1.1
2011,6/27/2011,Grain,RH,W 163,1,0.5
2011,6/27/2011,Grain,RH,W 164,1,0.4
2011,6/27/2011,Forage,BM,W 211,1,0
2011,6/27/2011,Forage,BM,W 212,1,0
2011,6/27/2011,Grain,SH,W 261,1,0.4
2011,6/27/2011,Grain,SH,W 262,1,0.1
2011,6/27/2011,Grain,RH,W 263,1,0
2011,6/27/2011,Grain,RH,W 264,1,0
2011,6/27/2011,Forage,BM,W 323,1,0
2011,6/27/2011,Forage,BM,W 324,1,0
2011,6/27/2011,Forage,IM,W 511,1,0
2011,6/27/2011,Forage,IM,W 512,1,0
2011,6/27/2011,Grain,SH,W 541,1,1.3
2011,6/27/2011,Grain,SH,W 542,1,1.7
2011,6/27/2011,Grain,RH,W 543,1,1.1
2011,6/27/2011,Grain,RH,W 544,1,0.8
2011,6/27/2011,Grain,SH,W 631,1,0
2011,6/27/2011,Grain,SH,W 632,1,0
2011,6/27/2011,Grain,RH,W 633,1,0
2011,6/27/2011,Grain,RH,W 634,1,0
2011,6/27/2011,Grain,RH,E 141,1,0
2011,6/27/2011,Grain,RH,E 142,1,0
2011,6/27/2011,Grain,SH,E 143,1,1
2011,6/27/2011,Grain,SH,E 144,1,1.8
2011,6/27/2011,Grain,SH,E 161,1,0
2011,6/27/2011,Grain,SH,E 162,1,0
2011,6/27/2011,Grain,RH,E 163,1,0
2011,6/27/2011,Grain,RH,E 164,1,0
2011,6/27/2011,Forage,BM,W 551,1,1.1
2011,6/27/2011,Forage,BM,W 552,1,0.1
2011,6/27/2011,Forage,IM,W 563,1,0
2011,6/27/2011,Forage,IM,W 564,1,0
2011,6/27/2011,Forage,BM,E 321,1,0.4
2011,6/27/2011,Forage,BM,E 322,1,0.6
2011,6/27/2011,Forage,IM,E 353,1,0.5
2011,6/27/2011,Forage,IM,E 354,1,0.6
2011,6/27/2011,Grain,RH,E 541,1,0
2011,6/27/2011,Grain,RH,E 542,1,0
2011,6/27/2011,Grain,SH,E 543,1,1.8
2011,6/27/2011,Grain,SH,E 544,1,0.8
2011,6/27/2011,Grain,RH,E 561,1,0
2011,6/27/2011,Grain,RH,E 562,1,0.1
2011,6/27/2011,Grain,SH,E 563,1,0
2011,6/27/2011,Grain,SH,E 564,1,0
2011,7/6/2011,Forage,IM,W 113,1,0
2011,7/6/2011,Forage,IM,W 114,1,0
2011,7/6/2011,Grain,SH,W 161,1,0.1
2011,7/6/2011,Grain,SH,W 162,1,0
2011,7/6/2011,Grain,RH,W 163,1,0
2011,7/6/2011,Grain,RH,W 164,1,0
2011,7/6/2011,Forage,BM,W 211,1,0
2011,7/6/2011,Forage,BM,W 212,1,0
2011,7/6/2011,Grain,SH,W 261,1,0
2011,7/6/2011,Grain,SH,W 262,1,0
2011,7/6/2011,Grain,RH,W 263,1,0
2011,7/6/2011,Grain,RH,W 264,1,0
2011,7/6/2011,Forage,BM,W 323,1,0
2011,7/6/2011,Forage,BM,W 324,1,0
2011,7/6/2011,Forage,IM,W 511,1,0
2011,7/6/2011,Forage,IM,W 512,1,0
2011,7/6/2011,Grain,SH,W 541,1,0
2011,7/6/2011,Grain,SH,W 542,1,0
2011,7/6/2011,Grain,RH,W 543,1,0
2011,7/6/2011,Grain,RH,W 544,1,0
2011,7/6/2011,Grain,SH,W 631,1,0
2011,7/6/2011,Grain,SH,W 632,1,0
2011,7/6/2011,Grain,RH,W 633,1,0
2011,7/6/2011,Grain,RH,W 634,1,0
2011,7/6/2011,Grain,RH,E 141,1,0
2011,7/6/2011,Grain,RH,E 142,1,0
2011,7/6/2011,Grain,SH,E 143,1,0
2011,7/6/2011,Grain,SH,E 144,1,0
2011,7/6/2011,Grain,SH,E 161,1,0
2011,7/6/2011,Grain,SH,E 162,1,0
2011,7/6/2011,Grain,RH,E 163,1,0
2011,7/6/2011,Grain,RH,E 164,1,0
2011,7/6/2011,Forage,BM,W 551,1,0
2011,7/6/2011,Forage,BM,W 552,1,0
2011,7/6/2011,Forage,IM,W 563,1,0
2011,7/6/2011,Forage,IM,W 564,1,0
2011,7/6/2011,Forage,BM,E 321,1,0
2011,7/6/2011,Forage,BM,E 322,1,0
2011,7/6/2011,Forage,IM,E 353,1,0
2011,7/6/2011,Forage,IM,E 354,1,0
2011,7/6/2011,Grain,RH,E 541,1,0
2011,7/6/2011,Grain,RH,E 542,1,0
2011,7/6/2011,Grain,SH,E 543,1,0
2011,7/6/2011,Grain,SH,E 544,1,0.1
2011,7/6/2011,Grain,RH,E 561,1,0
2011,7/6/2011,Grain,RH,E 562,1,0
2011,7/6/2011,Grain,SH,E 563,1,0
2011,7/6/2011,Grain,SH,E 564,1,0
2011,7/12/2011,Forage,IM,W 113,1,0.1
2011,7/12/2011,Forage,IM,W 114,1,0
2011,7/12/2011,Grain,SH,W 161,1,0.1
2011,7/12/2011,Grain,SH,W 162,1,0
2011,7/12/2011,Grain,RH,W 163,1,0
2011,7/12/2011,Grain,RH,W 164,1,0
2011,7/12/2011,Forage,BM,W 211,1,0.2
2011,7/12/2011,Forage,BM,W 212,1,0
2011,7/12/2011,Grain,SH,W 261,1,0
2011,7/12/2011,Grain,SH,W 262,1,0.1
2011,7/12/2011,Grain,RH,W 263,1,0.1
2011,7/12/2011,Grain,RH,W 264,1,0.4
2011,7/12/2011,Forage,BM,W 323,1,0.1
2011,7/12/2011,Forage,BM,W 324,1,0.1
2011,7/12/2011,Forage,IM,W 511,1,0.3
2011,7/12/2011,Forage,IM,W 512,1,0.2
2011,7/12/2011,Grain,SH,W 541,1,0.1
2011,7/12/2011,Grain,SH,W 542,1,0.3
2011,7/12/2011,Grain,RH,W 543,1,0
2011,7/12/2011,Grain,RH,W 544,1,0
2011,7/12/2011,Grain,SH,W 631,1,0.1
2011,7/12/2011,Grain,SH,W 632,1,0.1
2011,7/12/2011,Grain,RH,W 633,1,0.1
2011,7/12/2011,Grain,RH,W 634,1,0.1
2011,7/12/2011,Grain,RH,E 141,1,0.1
2011,7/12/2011,Grain,RH,E 142,1,0.1
2011,7/12/2011,Grain,SH,E 143,1,0.1
2011,7/12/2011,Grain,SH,E 144,1,0.2
2011,7/12/2011,Grain,SH,E 161,1,0.6
2011,7/12/2011,Grain,SH,E 162,1,0.4
2011,7/12/2011,Grain,RH,E 163,1,0.3
2011,7/12/2011,Grain,RH,E 164,1,0.1
2011,7/12/2011,Forage,BM,W 551,1,0.2
2011,7/12/2011,Forage,BM,W 552,1,0
2011,7/12/2011,Forage,IM,W 563,1,0
2011,7/12/2011,Forage,IM,W 564,1,0
2011,7/12/2011,Forage,BM,E 321,1,0.1
